name,country,subcountry,geonameid
Mizque,"Bolivia, Plurinational State of",,3910291
Llallagua,"Bolivia, Plurinational State of",,3911409
La Paz,"Bolivia, Plurinational State of",,3911925
Laja,"Bolivia, Plurinational State of",,3912103
Huanuni,"Bolivia, Plurinational State of",,3914839
Guayaramerín,"Bolivia, Plurinational State of",,3915350
Cotoca,"Bolivia, Plurinational State of",,3918937
Colcapirhua,"Bolivia, Plurinational State of",,3919902
Cochabamba,"Bolivia, Plurinational State of",,3919968
Cobija,"Bolivia, Plurinational State of",,3919998
Caranavi,"Bolivia, Plurinational State of",,3922037
Camiri,"Bolivia, Plurinational State of",,3922414
Bermejo,"Bolivia, Plurinational State of",,3923154
Achocalla,"Bolivia, Plurinational State of",,3924569
Ascención de Guarayos,"Bolivia, Plurinational State of",,9129422
San Borja,"Bolivia, Plurinational State of",,11467676
Kralendijk,"Bonaire, Sint Eustatius and Saba",,3513563
Vitória do Mearim,Brazil,,3384986
Vitória de Santo Antão,Brazil,,3384987
Viseu,Brazil,,3385022
Conde,Brazil,,3385077
Vigia,Brazil,,3385088
Viçosa do Ceará,Brazil,,3385106
Viçosa,Brazil,,3385109
Viana,Brazil,,3385122
Várzea Alegre,Brazil,,3385467
Varjota,Brazil,,3385504
Vargem Grande,Brazil,,3385538
Valença do Piauí,Brazil,,3385592
União dos Palmares,Brazil,,3385742
União,Brazil,,3385745
Tuntum,Brazil,,3385922
Tucuruí,Brazil,,3385935
Tucumã,Brazil,,3385980
Trindade,Brazil,,3386042
Trairi,Brazil,,3386177
Toritama,Brazil,,3386264
Tomé Açu,Brazil,,3386279
Timon,Brazil,,3386361
Timbiras,Brazil,,3386372
Timbaúba,Brazil,,3386396
Tianguá,Brazil,,3386449
Teresina,Brazil,,3386496
São João dos Inhamuns,Brazil,,3386567
Tamandaré,Brazil,,3386931
Tabira,Brazil,,3387082
Surubim,Brazil,,3387115
Sousa,Brazil,,3387202
Soure,Brazil,,3387204
Solânea,Brazil,,3387266
Sobral,Brazil,,3387296
Sirinhaém,Brazil,,3387604
Sertânia,Brazil,,3387663
Serra Talhada,Brazil,,3387786
Senador Pompeu,Brazil,,3387926
Satuba,Brazil,,3387987
São Raimundo Nonato,Brazil,,3388145
São Miguel dos Campos,Brazil,,3388269
São Miguel do Guamá,Brazil,,3388270
São Mateus do Maranhão,Brazil,,3388318
São Luís do Quitunde,Brazil,,3388341
São Luís,Brazil,,3388368
São Lourenço da Mata,Brazil,,3388376
São José do Egito,Brazil,,3388435
São José de Ribamar,Brazil,,3388441
São José de Mipibu,Brazil,,3388443
São João dos Patos,Brazil,,3388615
São Gonçalo do Amarante,Brazil,,3388714
São Félix do Xingu,Brazil,,3388847
São Domingos do Maranhão,Brazil,,3388868
São Bento,Brazil,,3388991
São Bento,Brazil,,3389006
Santa Rita,Brazil,,3389321
Santarém,Brazil,,3389353
Santa Quitéria do Maranhão,Brazil,,3389358
Santa Quitéria,Brazil,,3389361
Santana do Ipanema,Brazil,,3389384
Santa Luzia,Brazil,,3389557
Santa Inês,Brazil,,3389609
Santa Helena,Brazil,,3389622
Santa Cruz do Capibaribe,Brazil,,3389652
Santa Cruz,Brazil,,3389673
Salinópolis,Brazil,,3389822
Salgueiro,Brazil,,3389860
Russas,Brazil,,3390160
Rio Largo,Brazil,,3390288
Rio Formoso,Brazil,,3390295
Ribeirão,Brazil,,3390326
Recife,Brazil,,3390760
Quixeramobim,Brazil,,3390901
Quixadá,Brazil,,3390907
Presidente Dutra,Brazil,,3391220
Santana,Brazil,,3391360
Porto Calvo,Brazil,,3391397
Portel,Brazil,,3391412
Pombos,Brazil,,3391556
Pombal,Brazil,,3391571
Piripiri,Brazil,,3391908
Piracuruca,Brazil,,3391991
Pinheiro,Brazil,,3392054
Pindaré Mirim,Brazil,,3392088
Pilar,Brazil,,3392126
Picos,Brazil,,3392167
Petrolina,Brazil,,3392242
Jatobá,Brazil,,3392243
Pesqueira,Brazil,,3392251
Pentecoste,Brazil,,3392345
Penalva,Brazil,,3392368
Pedro II,Brazil,,3392431
Pedra Branca,Brazil,,3392629
Paulo Afonso,Brazil,,3392734
Paulista,Brazil,,3392740
Patos,Brazil,,3392887
Parnamirim,Brazil,,3392998
Parnaíba,Brazil,,3393001
Parintins,Brazil,,3393008
Parelhas,Brazil,,3393017
Paraipaba,Brazil,,3393091
Paragominas,Brazil,,3393106
Paracuru,Brazil,,3393115
Palmares,Brazil,,3393264
Pacatuba,Brazil,,3393400
Pacajus,Brazil,,3393409
Ouricuri,Brazil,,3393452
Orós,Brazil,,3393465
Oriximiná,Brazil,,3393471
Olinda,Brazil,,3393536
Oiapoque,Brazil,,3393758
Oeiras,Brazil,,3393764
Óbidos,Brazil,,3393768
Nova Russas,Brazil,,3393832
Nova Cruz,Brazil,,3393876
Nazaré da Mata,Brazil,,3393972
Natal,Brazil,,3394023
Murici,Brazil,,3394116
Moreno,Brazil,,3394453
Morada Nova,Brazil,,3394500
Monteiro,Brazil,,3394549
Monte Alegre,Brazil,,3394605
Mombaça,Brazil,,3394649
Moju,Brazil,,3394661
Mossoró,Brazil,,3394682
Mocajuba,Brazil,,3394745
Miracema do Tocantins,Brazil,,3394817
Maués,Brazil,,3395062
Matriz de Camaragibe,Brazil,,3395077
Mari,Brazil,,3395380
Marechal Deodoro,Brazil,,3395395
Maragogi,Brazil,,3395458
Maracanaú,Brazil,,3395473
Marabá,Brazil,,3395503
Mamanguape,Brazil,,3395717
Maceió,Brazil,,3395981
Macau,Brazil,,3395998
Macapá,Brazil,,3396016
Macaíba,Brazil,,3396048
Limoeiro do Norte,Brazil,,3396266
Limoeiro,Brazil,,3396277
Lavras da Mangabeira,Brazil,,3396364
Lajedo,Brazil,,3396496
Lago da Pedra,Brazil,,3396601
Lagoa do Itaenga,Brazil,,3396769
Juazeiro do Norte,Brazil,,3397147
José de Freitas,Brazil,,3397230
João Pessoa,Brazil,,3397277
João Câmara,Brazil,,3397315
Jaguaruana,Brazil,,3397665
Jaguaribe,Brazil,,3397675
Jaboatão,Brazil,,3397838
Itupiranga,Brazil,,3397851
Itacoatiara,Brazil,,3397893
Itaporanga,Brazil,,3397898
Itapissuma,Brazil,,3397904
Itapipoca,Brazil,,3397909
Itapecuru Mirim,Brazil,,3397936
Itapagé,Brazil,,3397941
Itaituba,Brazil,,3397967
Itaitinga,Brazil,,3397969
Itabaiana,Brazil,,3398003
Ipueiras,Brazil,,3398076
Ipubi,Brazil,,3398105
Ipu,Brazil,,3398112
Ipojuca,Brazil,,3398115
Imperatriz,Brazil,,3398269
Iguatu,Brazil,,3398331
Igarapé Miri,Brazil,,3398343
Igarapé Açu,Brazil,,3398350
Igarassu,Brazil,,3398352
Icó,Brazil,,3398379
Horizonte,Brazil,,3398450
Guaraciaba do Norte,Brazil,,3398569
Guarabira,Brazil,,3398570
Guaiúba,Brazil,,3398614
Gravatá,Brazil,,3398691
Granja,Brazil,,3398706
Grajaú,Brazil,,3398856
Goiana,Brazil,,3398904
Glória do Goitá,Brazil,,3398920
Garanhuns,Brazil,,3399058
Gameleira,Brazil,,3399132
Fortaleza,Brazil,,3399415
Floriano,Brazil,,3399506
Floresta,Brazil,,3399518
Eusébio,Brazil,,3400558
Extremoz,Brazil,,3400567
Estreito,Brazil,,3400617
Esperantina,Brazil,,3400740
Esperança,Brazil,,3400752
Escada,Brazil,,3400804
Dom Pedro,Brazil,,3400969
Demerval Lobão,Brazil,,3401106
Delmiro Gouveia,Brazil,,3401109
Custódia,Brazil,,3401138
Cururupu,Brazil,,3401148
Currais Novos,Brazil,,3401283
Cupira,Brazil,,3401340
Crato,Brazil,,3401545
Crateús,Brazil,,3401548
Coroatá,Brazil,,3401703
Condado,Brazil,,3401830
Conceição do Araguaia,Brazil,,3401845
Colinas,Brazil,,3401963
Coelho Neto,Brazil,,3401992
Codó,Brazil,,3402000
Chapadinha,Brazil,,3402229
Chã Grande,Brazil,,3402271
Ceará Mirim,Brazil,,3402360
Caxias,Brazil,,3402383
Caucaia,Brazil,,3402429
Catolé do Rocha,Brazil,,3402465
Catende,Brazil,,3402528
Castanhal,Brazil,,3402591
Cascavel,Brazil,,3402613
Caruaru,Brazil,,3402655
Carpina,Brazil,,3402721
Carolina,Brazil,,3402724
Capitão Poço,Brazil,,3403127
Capanema,Brazil,,3403208
Canindé,Brazil,,3403353
Canguaretama,Brazil,,3403362
Campos Sales,Brazil,,3403534
Campo Maior,Brazil,,3403566
Campo Alegre,Brazil,,3403611
Campina Grande,Brazil,,3403642
Camocim,Brazil,,3403687
Cametá,Brazil,,3403697
Camaragibe,Brazil,,3403741
Cajueiro,Brazil,,3403941
Cajazeiras,Brazil,,3404020
Caicó,Brazil,,3404117
Cabrobó,Brazil,,3404513
Cabo de Santo Agostinho,Brazil,,3404545
Cabedelo,Brazil,,3404558
Buriti Bravo,Brazil,,3404722
Buíque,Brazil,,3404766
Breves,Brazil,,3404817
Brejo Santo,Brazil,,3404833
Brejo da Madre de Deus,Brazil,,3404862
Bragança,Brazil,,3405006
Bom Conselho,Brazil,,3405380
Boa Viagem,Brazil,,3405616
Bezerros,Brazil,,3405738
Benevides,Brazil,,3405792
Belo Jardim,Brazil,,3405812
Belém,Brazil,,3405863
Belém,Brazil,,3405870
Beberibe,Brazil,,3405924
Bayeux,Brazil,,3405940
Baturité,Brazil,,3405954
Barreiros,Brazil,,3406160
Barreirinhas,Brazil,,3406196
Barras,Brazil,,3406263
Barra do Corda,Brazil,,3406317
Barcarena,Brazil,,3406429
Barbalha,Brazil,,3406442
Balsas,Brazil,,3406545
Bacabal,Brazil,,3406910
Augusto Corrêa,Brazil,,3406961
Atalaia,Brazil,,3406996
Areia Branca,Brazil,,3407194
Arcoverde,Brazil,,3407216
Araripina,Brazil,,3407243
Arari,Brazil,,3407258
Arapiraca,Brazil,,3407327
Araguaína,Brazil,,3407357
Aracati,Brazil,,3407378
Aquiraz,Brazil,,3407407
Apodi,Brazil,,3407440
Ananindeua,Brazil,,3407669
Amaraji,Brazil,,3407758
Altos,Brazil,,3407797
Altamira,Brazil,,3407882
Almeirim,Brazil,,3407903
Alenquer,Brazil,,3407980
Alagoa Grande,Brazil,,3408100
Águas Belas,Brazil,,3408166
Água Preta,Brazil,,3408175
Afogados da Ingazeira,Brazil,,3408274
Açu,Brazil,,3408337
Acopiara,Brazil,,3408343
Acaraú,Brazil,,3408368
Abreu e Lima,Brazil,,3408404
Abaetetuba,Brazil,,3408424
Xique Xique,Brazil,,3444823
Xanxerê,Brazil,,3444848
Votuporanga,Brazil,,3444864
Votorantim,Brazil,,3444866
Volta Redonda,Brazil,,3444876
Vitória da Conquista,Brazil,,3444914
Vitória,Brazil,,3444924
Visconde do Rio Branco,Brazil,,3444969
Viradouro,Brazil,,3444997
Vinhedo,Brazil,,3445014
Vila Velha,Brazil,,3445026
Vila Mariana,Brazil,,3445061
Vila Maria,Brazil,,3445062
Videira,Brazil,,3445126
Viçosa,Brazil,,3445133
Viana,Brazil,,3445153
Viamão,Brazil,,3445156
Vespasiano,Brazil,,3445162
Veranópolis,Brazil,,3445299
Vera Cruz,Brazil,,3445307
Wenceslau Braz,Brazil,,3445348
Venâncio Aires,Brazil,,3445350
Vazante,Brazil,,3445418
Vassouras,Brazil,,3445433
Várzea Paulista,Brazil,,3445446
Várzea Grande,Brazil,,3445451
Várzea da Palma,Brazil,,3445459
Varginha,Brazil,,3445487
Vargem Grande do Sul,Brazil,,3445500
Valparaíso,Brazil,,3445575
Valinhos,Brazil,,3445578
Valença,Brazil,,3445596
Valença,Brazil,,3445597
Vacaria,Brazil,,3445630
Uruguaiana,Brazil,,3445679
Uruçuca,Brazil,,3445690
Uruaçu,Brazil,,3445713
União da Vitória,Brazil,,3445746
Unaí,Brazil,,3445764
Una,Brazil,,3445781
Umuarama,Brazil,,3445782
Uberlândia,Brazil,,3445831
Uberaba,Brazil,,3445839
Ubatuba,Brazil,,3445847
Ubatã,Brazil,,3445849
Ubaitaba,Brazil,,3445853
Ubá,Brazil,,3445859
Tupanciretã,Brazil,,3445939
Tupaciguara,Brazil,,3445941
Tupã,Brazil,,3445942
Tucuruvi,Brazil,,3445968
Tucano,Brazil,,3445983
Tubarão,Brazil,,3445993
Trindade,Brazil,,3446038
Três Rios,Brazil,,3446065
Três Pontas,Brazil,,3446077
Três Passos,Brazil,,3446087
Três Lagoas,Brazil,,3446098
Três de Maio,Brazil,,3446130
Três Coroas,Brazil,,3446137
Três Corações,Brazil,,3446138
Tremembé,Brazil,,3446194
Tramandaí,Brazil,,3446232
Torres,Brazil,,3446295
Toledo,Brazil,,3446370
Tobias Barreto,Brazil,,3446400
Timóteo,Brazil,,3446445
Timbó,Brazil,,3446465
Tijucas,Brazil,,3446500
Tietê,Brazil,,3446539
Teutônia,Brazil,,3446556
Teresópolis,Brazil,,3446606
Teófilo Otoni,Brazil,,3446621
Teodoro Sampaio,Brazil,,3446625
Telêmaco Borba,Brazil,,3446652
Taubaté,Brazil,,3446682
Tatuí,Brazil,,3446692
Taquarituba,Brazil,,3446752
Taquaritinga,Brazil,,3446753
Taquari,Brazil,,3446783
Taquara,Brazil,,3446847
Tapiramutá,Brazil,,3446866
Tapes,Brazil,,3446880
Tanguá,Brazil,,3446974
Tanabi,Brazil,,3446979
Tambaú,Brazil,,3447005
Taiobeiras,Brazil,,3447059
Taboão da Serra,Brazil,,3447186
Suzano,Brazil,,3447212
Sumaré,Brazil,,3447259
Sorocaba,Brazil,,3447399
Soledade,Brazil,,3447423
Socorro,Brazil,,3447437
Sobradinho,Brazil,,3447473
Simão Dias,Brazil,,3447562
Silva Jardim,Brazil,,3447591
Sidrolândia,Brazil,,3447597
Sete Lagoas,Brazil,,3447624
Sertãozinho,Brazil,,3447651
Serrinha,Brazil,,3447690
Serra Negra,Brazil,,3447718
Serrana,Brazil,,3447720
Serra,Brazil,,3447779
Seropédica,Brazil,,3447785
Senhor do Bonfim,Brazil,,3447839
Senador Canedo,Brazil,,3447854
Seabra,Brazil,,3447928
Schroeder,Brazil,,3447929
Saubara,Brazil,,3447961
Sarzedo,Brazil,,3447969
Sarandi,Brazil,,3447997
Sarandi,Brazil,,3447998
Saquarema,Brazil,,3448011
Sapucaia do Sul,Brazil,,3448031
Sapiranga,Brazil,,3448063
São Vicente,Brazil,,3448136
São Sepé,Brazil,,3448207
São Sebastião do Passé,Brazil,,3448219
São Sebastião do Paraíso,Brazil,,3448221
São Sebastião do Caí,Brazil,,3448227
São Sebastião,Brazil,,3448257
São Roque,Brazil,,3448300
São Pedro da Aldeia,Brazil,,3448351
São Pedro,Brazil,,3448403
São Paulo,Brazil,,3448439
São Miguel,Brazil,,3448452
São Miguel do Iguaçu,Brazil,,3448453
São Miguel do Araguaia,Brazil,,3448455
São Mateus do Sul,Brazil,,3448502
São Mateus,Brazil,,3448519
São Marcos,Brazil,,3448533
São Manuel,Brazil,,3448545
São Luiz Gonzaga,Brazil,,3448552
São Luís de Montes Belos,Brazil,,3448558
São Lourenço do Sul,Brazil,,3448596
São Lourenço,Brazil,,3448616
São Leopoldo,Brazil,,3448622
São José dos Pinhais,Brazil,,3448632
São José dos Campos,Brazil,,3448636
São José do Rio Preto,Brazil,,3448639
São José do Rio Pardo,Brazil,,3448640
São José,Brazil,,3448742
São Joaquim da Barra,Brazil,,3448825
São Joaquim,Brazil,,3448828
São João Nepomuceno,Brazil,,3448846
São João de Meriti,Brazil,,3448877
São João del Rei,Brazil,,3448879
São João da Boa Vista,Brazil,,3448902
São João da Barra,Brazil,,3448903
São Jerônimo,Brazil,,3449045
São Gotardo,Brazil,,3449053
São Gonçalo do Sapucaí,Brazil,,3449056
São Gabriel,Brazil,,3449099
São Francisco do Sul,Brazil,,3449112
São Francisco do Conde,Brazil,,3449116
São Francisco,Brazil,,3449176
São Fidélis,Brazil,,3449195
São Cristóvão,Brazil,,3449310
São Carlos,Brazil,,3449319
São Caetano do Sul,Brazil,,3449324
São Borja,Brazil,,3449340
São Bernardo do Campo,Brazil,,3449344
São Bento do Sul,Brazil,,3449350
Santos Dumont,Brazil,,3449427
Santos,Brazil,,3449433
Santo Estêvão,Brazil,,3449467
Santo Antônio do Monte,Brazil,,3449500
Santo Antônio do Amparo,Brazil,,3449516
Santo Antônio de Posse,Brazil,,3449518
Santo Antônio de Pádua,Brazil,,3449519
Santo Antônio de Jesus,Brazil,,3449521
Santo Antônio da Platina,Brazil,,3449529
Santo Ângelo,Brazil,,3449696
Santo André,Brazil,,3449701
Santo Anastácio,Brazil,,3449707
Santo Amaro da Imperatriz,Brazil,,3449711
Santo Amaro,Brazil,,3449715
Santo Amaro,Brazil,,3449720
Santiago,Brazil,,3449741
Santa Vitória do Palmar,Brazil,,3449747
Santa Rosa de Viterbo,Brazil,,3449793
Santa Rosa,Brazil,,3449822
Santa Rita do Sapucaí,Brazil,,3449847
Santa Rita do Passa Quatro,Brazil,,3449851
Santana do Paraíso,Brazil,,3449933
Sant'Ana do Livramento,Brazil,,3449936
Santana de Parnaíba,Brazil,,3449948
Santana,Brazil,,3450011
Santa Maria da Vitória,Brazil,,3450063
Santa Maria,Brazil,,3450083
Santa Luzia,Brazil,,3450144
Santaluz,Brazil,,3450157
Santa Isabel,Brazil,,3450188
Santa Helena de Goiás,Brazil,,3450206
Santa Gertrudes,Brazil,,3450225
Santa Fé do Sul,Brazil,,3450232
Santa Cruz do Sul,Brazil,,3450269
Santa Cruz do Rio Pardo,Brazil,,3450272
Santa Cruz das Palmeiras,Brazil,,3450283
Santa Cruz Cabrália,Brazil,,3450288
Santa Cecília,Brazil,,3450376
Santa Bárbara d'Oeste,Brazil,,3450404
Salvador,Brazil,,3450554
Salto de Pirapora,Brazil,,3450563
Salto,Brazil,,3450594
Salinas,Brazil,,3450671
Sacramento,Brazil,,3450759
Ruy Barbosa,Brazil,,3450832
Rubiataba,Brazil,,3450843
Rosário do Sul,Brazil,,3450873
Rondonópolis,Brazil,,3450909
Rolante,Brazil,,3450963
Rolândia,Brazil,,3450964
Rio Verde de Mato Grosso,Brazil,,3451051
Rio Verde,Brazil,,3451055
Rio Real,Brazil,,3451071
Rio Pardo,Brazil,,3451102
Rio Negro,Brazil,,3451121
Rio Negrinho,Brazil,,3451124
Rio Grande da Serra,Brazil,,3451134
Rio Grande,Brazil,,3451138
Rio do Sul,Brazil,,3451152
Rio de Janeiro,Brazil,,3451190
Rio das Pedras,Brazil,,3451202
Rio das Ostras,Brazil,,3451205
Rio Claro,Brazil,,3451234
Rio Brilhante,Brazil,,3451241
Rio Branco do Sul,Brazil,,3451242
Rio Bonito,Brazil,,3451261
Ribeirão Preto,Brazil,,3451328
Ribeirão Pires,Brazil,,3451329
Ribeirão das Neves,Brazil,,3451353
Ribeirão da Ilha,Brazil,,3451357
Ribeira do Pombal,Brazil,,3451383
Riachão do Jacuípe,Brazil,,3451474
Resplendor,Brazil,,3451650
Resende,Brazil,,3451668
Registro,Brazil,,3451704
Regente Feijó,Brazil,,3451709
Rancharia,Brazil,,3451856
Quirinópolis,Brazil,,3451931
Queimados,Brazil,,3452073
Quatro Barras,Brazil,,3452141
Quaraí,Brazil,,3452179
Prudentópolis,Brazil,,3452216
Propriá,Brazil,,3452233
Promissão,Brazil,,3452237
Presidente Venceslau,Brazil,,3452320
Presidente Prudente,Brazil,,3452324
Presidente Epitácio,Brazil,,3452331
Prata,Brazil,,3452440
Praia Grande,Brazil,,3452465
Prado,Brazil,,3452483
Pouso Alegre,Brazil,,3452525
Posse,Brazil,,3452599
Porto União,Brazil,,3452623
Porto Seguro,Brazil,,3452640
Porto Ferreira,Brazil,,3452775
Porto Feliz,Brazil,,3452779
Porto Alegre,Brazil,,3452925
Portão,Brazil,,3452982
Porangatu,Brazil,,3453014
Pontes e Lacerda,Brazil,,3453060
Ponte Nova,Brazil,,3453078
Ponta Porã,Brazil,,3453150
Pontal,Brazil,,3453171
Ponta Grossa,Brazil,,3453186
Pompéu,Brazil,,3453240
Pompéia,Brazil,,3453242
Pomerode,Brazil,,3453245
Poços de Caldas,Brazil,,3453303
Poconé,Brazil,,3453315
Poções,Brazil,,3453337
Poá,Brazil,,3453406
Planaltina,Brazil,,3453420
Piúma,Brazil,,3453435
Piuí,Brazil,,3453439
Pitangui,Brazil,,3453457
Pitangueiras,Brazil,,3453467
Pitanga,Brazil,,3453478
Piritiba,Brazil,,3453494
Pires do Rio,Brazil,,3453503
Piraquara,Brazil,,3453535
Pirapozinho,Brazil,,3453542
Pirapora,Brazil,,3453546
Pirajuí,Brazil,,3453605
Piraju,Brazil,,3453610
Piraí do Sul,Brazil,,3453622
Piraí,Brazil,,3453635
Pirassununga,Brazil,,3453639
Piracicaba,Brazil,,3453643
Piracanjuba,Brazil,,3453659
Piracaia,Brazil,,3453661
Pinheiros,Brazil,,3453732
Pinheiral,Brazil,,3453767
Pinhão,Brazil,,3453777
Espírito Santo do Pinhal,Brazil,,3453807
Pindobaçu,Brazil,,3453827
Pindamonhangaba,Brazil,,3453837
Pilar do Sul,Brazil,,3453896
Piedade,Brazil,,3453926
Petrópolis,Brazil,,3454031
Perus,Brazil,,3454054
Peruíbe,Brazil,,3454061
Pereira Barreto,Brazil,,3454131
Perdões,Brazil,,3454139
Penha,Brazil,,3454213
Penedo,Brazil,,3454231
Penápolis,Brazil,,3454235
Pelotas,Brazil,,3454244
Pedro Leopoldo,Brazil,,3454358
Pedreira,Brazil,,3454407
Pedra Azul,Brazil,,3454578
Pederneiras,Brazil,,3454620
Paulínia,Brazil,,3454690
Patrocínio,Brazil,,3454763
Patos de Minas,Brazil,,3454783
Pato Branco,Brazil,,3454818
Paty do Alferes,Brazil,,3454827
Posto da Mata,Brazil,,3454839
Passos,Brazil,,3454847
Passo Fundo,Brazil,,3454857
Parobé,Brazil,,3454954
Parelheiros,Brazil,,3454982
Paraty,Brazil,,3455036
Paranavaí,Brazil,,3455051
Paranapanema,Brazil,,3455061
Paranaíba,Brazil,,3455065
Paranaguá,Brazil,,3455070
Paraíba do Sul,Brazil,,3455141
Paraguaçu Paulista,Brazil,,3455152
Paraguaçu,Brazil,,3455155
Pará de Minas,Brazil,,3455161
Paracatu,Brazil,,3455168
Paracambi,Brazil,,3455170
Panambi,Brazil,,3455281
Palotina,Brazil,,3455298
Palmital,Brazil,,3455342
Palmeira das Missões,Brazil,,3455416
Palmeira,Brazil,,3455425
Palmas,Brazil,,3455459
Palhoça,Brazil,,3455478
Paiçandu,Brazil,,3455553
Padre Bernardo,Brazil,,3455580
Ouro Preto,Brazil,,3455671
Ouro Branco,Brazil,,3455689
Ourinhos,Brazil,,3455729
Osvaldo Cruz,Brazil,,3455756
Osório,Brazil,,3455769
Osasco,Brazil,,3455775
Orleans,Brazil,,3455784
Orlândia,Brazil,,3455785
Oliveira,Brazil,,3455908
Olímpia,Brazil,,3455923
Novo Horizonte,Brazil,,3456060
Novo Hamburgo,Brazil,,3456068
Nova Viçosa,Brazil,,3456102
Nova Venécia,Brazil,,3456110
Nova Prata,Brazil,,3456125
Nova Petrópolis,Brazil,,3456127
Nova Olímpia,Brazil,,3456137
Nova Odessa,Brazil,,3456138
Nova Lima,Brazil,,3456147
Nova Iguaçu,Brazil,,3456160
Nova Granada,Brazil,,3456164
Nova Friburgo,Brazil,,3456166
Nova Era,Brazil,,3456176
Nossa Senhora do Socorro,Brazil,,3456223
Freguesia do Ó,Brazil,,3456225
Nossa Senhora da Glória,Brazil,,3456240
Niterói,Brazil,,3456283
Niquelândia,Brazil,,3456285
Nilópolis,Brazil,,3456290
Nerópolis,Brazil,,3456322
Nepomuceno,Brazil,,3456324
Nazaré,Brazil,,3456366
Naviraí,Brazil,,3456368
Navegantes,Brazil,,3456370
Nanuque,Brazil,,3456398
Muzambinho,Brazil,,3456412
Muritiba,Brazil,,3456483
Muriaé,Brazil,,3456500
Mucuri,Brazil,,3456593
Morro do Chapéu,Brazil,,3456696
Morro Agudo,Brazil,,3456724
Morrinhos,Brazil,,3456735
Montes Claros,Brazil,,3456814
Monte Santo de Minas,Brazil,,3456816
Montenegro,Brazil,,3456826
Monte Mor,Brazil,,3456827
Monte Carmelo,Brazil,,3456848
Monte Azul Paulista,Brazil,,3456863
Monte Aprazível,Brazil,,3456866
Monte Alto,Brazil,,3456873
Mongaguá,Brazil,,3456944
Mogi Mirim,Brazil,,3456998
Mogi Guaçu,Brazil,,3457000
Mogi das Cruzes,Brazil,,3457001
Mococa,Brazil,,3457025
Mirandópolis,Brazil,,3457107
Miracema,Brazil,,3457133
Miracatu,Brazil,,3457135
Mineiros,Brazil,,3457147
Miguel Pereira,Brazil,,3457191
Miguelópolis,Brazil,,3457192
Mendes,Brazil,,3457247
Medianeira,Brazil,,3457359
Medeiros Neto,Brazil,,3457360
Mauá,Brazil,,3457381
Matozinhos,Brazil,,3457393
Mateus Leme,Brazil,,3457484
Matão,Brazil,,3457509
Mata de São João,Brazil,,3457528
Mascote,Brazil,,3457566
Martinópolis,Brazil,,3457595
Maringá,Brazil,,3457671
Marília,Brazil,,3457692
Maricá,Brazil,,3457708
Mariana,Brazil,,3457736
Marialva,Brazil,,3457741
Marechal Cândido Rondon,Brazil,,3457772
Marau,Brazil,,3457817
Marataizes,Brazil,,3457819
Maragogipe,Brazil,,3457850
Maracás,Brazil,,3457854
Maracaju,Brazil,,3457859
Manhumirim,Brazil,,3457950
Manhuaçu,Brazil,,3457952
Mangaratiba,Brazil,,3457991
Mandaguari,Brazil,,3458049
Mairiporã,Brazil,,3458131
Mairinque,Brazil,,3458132
Mafra,Brazil,,3458147
Machado,Brazil,,3458211
Macatuba,Brazil,,3458245
Macaé,Brazil,,3458266
Luziânia,Brazil,,3458329
Lucas,Brazil,,3458397
Louveira,Brazil,,3458406
Lorena,Brazil,,3458425
Londrina,Brazil,,3458449
Loanda,Brazil,,3458479
Livramento do Brumado,Brazil,,3458481
Lins,Brazil,,3458494
Linhares,Brazil,,3458498
Limeira,Brazil,,3458575
Liberdade,Brazil,,3458611
Leopoldina,Brazil,,3458632
Lençóis Paulista,Brazil,,3458645
Leme,Brazil,,3458662
Lavras,Brazil,,3458696
Laranjeiras do Sul,Brazil,,3458746
Laranjeiras,Brazil,,3458778
Laranjal Paulista,Brazil,,3458786
Lapa,Brazil,,3458825
Lapa,Brazil,,3458826
Lajinha,Brazil,,3458902
Lages,Brazil,,3458930
Lajeado,Brazil,,3459035
Laguna,Brazil,,3459094
Lagoa Vermelha,Brazil,,3459126
Lagoa Santa,Brazil,,3459138
Lagoa da Prata,Brazil,,3459251
Lagarto,Brazil,,3459342
Ladário,Brazil,,3459352
Jundiaí,Brazil,,3459462
Júlio de Castilhos,Brazil,,3459495
Juiz de Fora,Brazil,,3459505
Juatuba,Brazil,,3459550
José Bonifácio,Brazil,,3459667
Joinville,Brazil,,3459712
João Pinheiro,Brazil,,3459785
João Monlevade,Brazil,,3459796
Joaçaba,Brazil,,3459869
Jeremoabo,Brazil,,3459922
Jequitinhonha,Brazil,,3459925
Jequié,Brazil,,3459943
Jaú,Brazil,,3460005
Jataí,Brazil,,3460064
Jarinu,Brazil,,3460068
Jardinópolis,Brazil,,3460071
Jardim,Brazil,,3460087
Jaraguá do Sul,Brazil,,3460102
Jaraguá,Brazil,,3460103
Jaraguá,Brazil,,3460107
Japeri,Brazil,,3460132
Januária,Brazil,,3460148
Jandira,Brazil,,3460170
Jandaia do Sul,Brazil,,3460172
Janaúba,Brazil,,3460174
Jales,Brazil,,3460186
Jaguariúna,Brazil,,3460200
Jaguariaíva,Brazil,,3460214
Jaguarari,Brazil,,3460225
Jaguarão,Brazil,,3460232
Jaguaquara,Brazil,,3460242
Jacutinga,Brazil,,3460267
Jacobina,Brazil,,3460344
Jaciara,Brazil,,3460355
Jacarezinho,Brazil,,3460362
